queue_missing_battery_sum,charger_charging_capacity,queue_length,charging_drones,target
0.7450000000000007,0.04,0.0,1.0,1
0.0,0.04,0.0,0.0,1
0.0,0.04,0.0,0.0,1
0.7100000000000006,0.04,0.0,1.0,1
1.3200000000000012,0.04,1.0,1.0,31
0.0,0.04,0.0,0.0,1
0.0,0.04,0.0,0.0,1
0.7385919398483335,0.04,0.0,1.0,1
0.0,0.04,0.0,0.0,1
0.0,0.04,0.0,0.0,1
0.0,0.04,0.0,0.0,1
0.0,0.04,0.0,0.0,1
0.6706355243810423,0.04,0.0,1.0,1
0.7106355243810424,0.04,0.0,1.0,31
1.2285890088031706,0.04,1.0,1.0,57
1.801416472704724,0.04,2.0,1.0,73
2.3488643215606873,0.04,3.0,1.0,82
0.0,0.04,0.0,0.0,1
0.0,0.04,0.0,0.0,1
0.8150000000000007,0.04,0.0,1.0,1
0.0,0.04,0.0,0.0,1
0.6050000000000005,0.04,0.0,1.0,1
0.0,0.04,0.0,0.0,1
0.6550000000000006,0.04,0.0,1.0,1
0.0,0.04,0.0,0.0,1
0.7385919398483335,0.04,0.0,1.0,1
0.0,0.04,0.0,0.0,1
0.0,0.04,0.0,0.0,1
0.0,0.04,0.0,0.0,1
0.0,0.04,0.0,0.0,1
0.6116886116084482,0.04,0.0,1.0,1
0.6316886116084482,0.04,0.0,1.0,29
1.2045160755100013,0.04,1.0,1.0,38
1.7724695599321296,0.04,2.0,1.0,64
2.269917408788093,0.04,3.0,1.0,66
0.0,0.04,0.0,0.0,1
0.0,0.04,0.0,0.0,1
0.6600000000000006,0.04,0.0,1.0,31
1.4050000000000011,0.04,1.0,1.0,19
0.0,0.04,0.0,0.0,1
0.7050000000000006,0.04,0.0,1.0,1
0.0,0.04,0.0,0.0,1
0.7385919398483335,0.04,0.0,1.0,1
0.0,0.04,0.0,0.0,1
0.7006355243810424,0.04,0.0,1.0,1
1.3073241359894907,0.04,1.0,1.0,32
1.2734629882825956,0.04,1.0,1.0,60
1.8514164727047238,0.04,2.0,1.0,61
2.373864321560687,0.04,3.0,1.0,80
0.0,0.04,0.0,0.0,1
0.7750000000000007,0.04,0.0,1.0,1
0.8300000000000007,0.04,0.0,1.0,1
0.0,0.04,0.0,0.0,1
0.0,0.04,0.0,0.0,1
0.6950000000000006,0.04,0.0,1.0,1
0.7050000000000006,0.04,0.0,1.0,32
0.0,0.04,0.0,0.0,1
0.7385919398483335,0.04,0.0,1.0,1
0.0,0.04,0.0,0.0,1
0.0,0.04,0.0,0.0,1
0.0,0.04,0.0,0.0,1
0.0,0.04,0.0,0.0,1
0.6506355243810423,0.04,0.0,1.0,1
1.2523241359894906,0.04,1.0,1.0,37
1.2184629882825955,0.04,1.0,1.0,63
1.7864164727047238,0.04,2.0,1.0,63
2.2838643215606873,0.04,3.0,1.0,84
0.0,0.04,0.0,0.0,1
0.6550000000000006,0.04,0.0,1.0,1
0.7650000000000007,0.04,0.0,1.0,26
0.0,0.04,0.0,0.0,1
0.7000000000000006,0.04,0.0,1.0,1
0.8000000000000007,0.04,0.0,1.0,22
1.365000000000001,0.04,1.0,1.0,48
0.0,0.04,0.0,0.0,1
0.7385919398483335,0.04,0.0,1.0,1
0.0,0.04,0.0,0.0,1
0.8100000000000007,0.04,0.0,1.0,1
0.0,0.04,0.0,0.0,1
0.6106355243810423,0.04,0.0,1.0,1
0.7806355243810424,0.04,0.0,1.0,24
1.3984629882825956,0.04,1.0,1.0,51
1.9564164727047242,0.04,2.0,1.0,52
2.4938643215606873,0.04,3.0,1.0,74
0.0,0.04,0.0,0.0,1
0.0,0.04,0.0,0.0,1
0.7100000000000006,0.04,0.0,1.0,1
0.8600000000000008,0.04,0.0,1.0,1
0.0,0.04,0.0,0.0,1
0.6600000000000006,0.04,0.0,1.0,1
0.8650000000000008,0.04,0.0,1.0,1
0.0,0.04,0.0,0.0,1
0.7000000000000006,0.04,0.0,1.0,1
0.8650000000000008,0.04,0.0,1.0,1
0.0,0.04,0.0,0.0,1
0.7385919398483335,0.04,0.0,1.0,1
0.0,0.04,0.0,0.0,1
0.0,0.04,0.0,0.0,1
