timestep,allDrones,chargingDrones,deadDrones,allBirds,eatingBirds,allChargers,idleChargers,energyConsumed,damageRate
481,7,0,3,10,2,3,2,0.1,0.05555555555555555
482,7,0,3,10,2,3,2,0.1,0.05555555555555555
483,7,0,3,10,2,3,2,0.1,0.05555555555555555
484,7,0,3,10,2,3,2,0.1,0.05555555555555555
485,7,0,3,10,1,3,2,0.1,0.027777777777777776
486,7,0,3,10,1,3,2,0.1,0.027777777777777776
487,7,0,3,10,1,3,1,0.2,0.027777777777777776
488,7,0,3,10,1,3,1,0.2,0.027777777777777776
489,7,0,3,10,2,3,1,0.2,0.05555555555555555
490,7,0,3,10,2,3,1,0.2,0.05555555555555555
491,7,0,3,10,1,3,1,0.2,0.027777777777777776
492,7,1,3,10,1,3,1,0.2,0.027777777777777776
493,7,1,3,10,0,3,1,0.2,0.0
494,7,1,3,10,0,3,1,0.2,0.0
495,7,1,3,10,1,3,1,0.2,0.027777777777777776
496,7,1,3,10,1,3,1,0.2,0.027777777777777776
497,7,1,3,10,1,3,1,0.2,0.027777777777777776
498,7,1,3,10,1,3,1,0.2,0.027777777777777776
499,7,1,3,10,1,3,1,0.2,0.027777777777777776
